序号,项目名称,房源描述,建筑面积,户型,楼层,总层数,朝向,建筑年代,单价（元/平米）,总价（万元）,所属学校,距离学校,所在区县,学区内小区个数,普通,小班教学,区重点,体育类,艺术类,语文类,双语,科技类,名校附属,市重点,外语类
122,湖墅新村,"湖墅新村,20万精装双阳台两房,现在10万出售,抓紧抢购",75,2室1厅,中层,7,南北向,2002,34667,260,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
123,田园牧歌,三房 带装修 看房方便 更送地下室 储物间,118,3室2厅,低层,16,南向,2013,28006,330,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
124,湖墅新村,"湖墅新村刚需两房,总价仅需120万,看房随时方便",55,2室1厅,高层,7,南北向,1997,21818,120,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
125,湖墅新村,湖墅新村今 日挂牌 单价低 房东出国诚心出售 价格可谈,65,2室1厅,中层,7,南北向,2000,25385,165,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
126,名城湖左岸,"湖左岸,大面积跃层,豪华装修,镂空效果,震撼您的视觉,楼层好",89,3室2厅,高层,23,南北向,2013,31685,282,下沙经济开发区学林街小学,0.60km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
127,名城湖左岸,南北通透跃层复式跃层户型人性化设计布局合动静分离,89,3室2厅,低层,29,南向,2012,35955,320,下沙经济开发区学林街小学,0.60km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
128,名城湖左岸,"跃层赠送30方,可做四房,金沙湖板块,诚卖",90,3室2厅,高层,30,南北向,2012,33889,305,下沙经济开发区学林街小学,0.60km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
129,名城湖左岸,"新上!5万急售,买房送60万精装修,月供8743元!",90,4室2厅,低层,30,南北向,2012,32814,295,下沙经济开发区学林街小学,0.60km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
130,湖墅新村,"卖小鼎力,湖墅板块好,让孩子的赢在起跑点!!!",75,3室2厅,高层,6,南北向,2003,39877,298,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
131,田园牧歌,"西子 田园牧歌,小区环境优美,让你的居住更加舒适",89,3室2厅,高层,11,南北向,2016,25843,230,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
132,名城湖左岸,湖左岸大面积跃层 赠送45方 西边套 业主置换市急售!,130,4室2厅,中层,30,南北向,2013,27692,360,下沙经济开发区学林街小学,0.60km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
133,湖墅新村,精装修步行方便好房不容错过等你来看诚售,72,2室2厅,中层,7,南北向,1998,28194,203,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
134,湖墅新村,"湖墅新村南北通透两居室,格局正气南北通透,业主诚售!",51,2室1厅,高层,7,东南向,1995,29522,150,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
135,湖墅新村,"朝南小套 户房楼层好 采光足,低总价",53,1室1厅,高层,20,南北向,1997,21698,115,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
136,田园牧歌,田园牧歌东边套全明户型 阳台直观虎山水库 房东包双税包两车位,179,1室2厅,低层,12,南北向,2000,36293,650,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
137,名城湖左岸,龙湖天街湖左岸在卖大面积40万精装修395万,129,4室2厅,高层,23,南北向,2013,30620,395,下沙经济开发区学林街小学,0.60km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
138,名城湖左岸,"欧式白色系精装修,九成新居,大气,三开间朝南,房东诚心",89,3室2厅,高层,23,南北向,2013,31461,280,下沙经济开发区学林街小学,0.60km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
139,依锦苑,满五 精装2房 温馨家园 产权清晰 绿化高 享受品质生活 欢迎来电,66,2室1厅,中层,11,南北向,2000,17302,114,省教科院附属小学(田园校区),0.22km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
140,依锦苑,田园依锦苑 全明户型东边套 大户型 低于市场价 税,115,3室2厅,低层,11,南向,2000,17391,200,省教科院附属小学(田园校区),0.22km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
141,田园牧歌,大三房 送车位 送家具家电 山景房,133,3室2厅,中层,10,南北向,2013,35338,470,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
142,田园牧歌,小区环境好 物业好 背靠龙山 楼盘,87,2室2厅,中层,15,南北向,2016,34483,300,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
143,城市心境,"人车分流,精装修,全明两房两卫,户型正气,看房方便",112,2室2厅,低层,11,南向,2004,31161,349,省府路小学秋水苑校区,0.82km,西湖,16个小区,否,是,是,否,否,否,是,否,否,否,否
144,名城湖左岸,"湖左岸3房2厅2卫,龙湖物业,价格可谈,精装修,房东诚心出售",90,3室2厅,低层,30,南北向,2013,33444,301,下沙经济开发区学林街小学,0.60km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
145,绍兴新村,"精装修15万,送家具家电,价格可谈,诚心出售",50,2室1厅,中层,5,南北向,2003,29570,148,杭州市人民小学,1.05km,拱宸桥,17个小区,否,是,是,否,否,否,是,否,否,否,否
146,绍兴新村,绍兴新村总价低单价低 现在两万八的单价哪里找去 看房随时可以,52,2室1厅,中层,5,南北向,2006,29750,155,杭州市人民小学,1.05km,拱宸桥,17个小区,否,是,是,否,否,否,是,否,否,否,否
147,绍兴新村,20万精装修 拱墅区 业主诚心出售 看中价格可以谈,51,2室1厅,中层,5,南向,1990,29020,148,杭州市人民小学,1.05km,拱宸桥,17个小区,否,是,是,否,否,否,是,否,否,否,否
148,绍兴新村,拱墅区 一梯三户 免增直税 两房朝南,57,2室1厅,低层,6,南向,1990,26316,150,杭州市人民小学,1.05km,拱宸桥,17个小区,否,是,是,否,否,否,是,否,否,否,否
149,绍兴新村,"周边已全部拆迁完毕,看你有没有魄力,绍兴新村让你成为暴发户",56,2室1厅,高层,7,南向,1995,26906,150,杭州市人民小学,1.05km,拱宸桥,17个小区,否,是,是,否,否,否,是,否,否,否,否
150,青年路小区,"青年路小区,一梯两户楼层好,全明西边套,看房方便,业主急卖!",57,2室1厅,中层,7,南北向,1990,43206,248,杭州市高银巷小学,0.77km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
151,高运莱茵传奇,"整个小区总价zui低的三房,南北通,",89,3室2厅,中层,30,南北向,2016,29213,260,银河小学教育集团开发区小学,1.11km,萧山,16个小区,是,是,否,否,否,否,否,否,否,否,否
152,西城美墅,为你而选为你为家 新上房源 西城美墅 随时看房 价格可谈,88,3室2厅,中层,24,南北向,2010,44886,395,杭州市保_塔实验学校申花路校区,0.26km,西湖,4个小区,否,否,是,否,否,否,是,否,是,否,否
153,高运莱茵传奇,"莱茵传奇好房,物业南北通透有车位,房东缺钱诚售",89,3室2厅,高层,17,南北向,2016,27191,242,银河小学教育集团开发区小学,1.11km,萧山,16个小区,是,是,否,否,否,否,否,否,否,否,否
154,新州花苑,新州花苑刚需大两房 户型正气格局棒 楼层视野采光佳 带车位,101,2室2厅,中层,16,南向,2008,36525,370,江南实验学校教育集团小学部,1.57km,西兴,13个小区,否,否,是,否,否,否,否,否,是,否,否
155,湖墅新村,"湖墅新村,卖鱼桥 经典户型 房东自住婚房装修 家具家电齐全",68,2室2厅,高层,7,南北向,1997,27941,190,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
156,湖墅新村,湖墅新村 新挂房源 经典一室一厅 看房方便 卖小,42,1室1厅,低层,7,南北向,2000,25000,105,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
157,西城美墅,西城美墅 视野看半边天 光线是多么好 期待吗,80,2室2厅,中层,24,南北向,2008,43750,350,杭州市保_塔实验学校申花路校区,0.26km,西湖,4个小区,否,否,是,否,否,否,是,否,是,否,否
158,田园牧歌,景观房 好楼层 田园牧歌 品质户型好诚心出售,127,3室2厅,高层,15,南北向,2016,32677,415,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
159,新州花苑,新州花苑 江南实验 房东自住精装60W 空调 地暖 东 边套,151,3室2厅,高层,30,南北向,2008,38411,580,江南实验学校教育集团小学部,1.57km,西兴,13个小区,否,否,是,否,否,否,否,否,是,否,否
160,湖墅新村,"湖墅新村。两南一北,标准三房带车位。",92,3室1厅,高层,7,南向,1999,31311,288,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
161,田园牧歌,"西子田园牧歌,主城区的住宅,让你的居住更加舒适",200,4室2厅,中层,4,南北向,2016,40000,800,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
162,高运莱茵传奇,"莱茵东边套大四房,122送30方,两房南两房北,诚心置换急抛",122,4室2厅,中层,18,南北向,2016,32787,400,银河小学教育集团开发区小学,1.11km,萧山,16个小区,是,是,否,否,否,否,否,否,否,否,否
163,高运莱茵传奇,高运莱茵传奇 宝龙广场 户型正采光好 毛坯房不用花钱买装修,86,3室2厅,低层,20,南北向,2016,34884,300,银河小学教育集团开发区小学,1.11km,萧山,16个小区,是,是,否,否,否,否,否,否,否,否,否
164,新州花苑,新州花苑 温馨三房 满两年 江南实验 房东诚心卖送车位,113,3室1厅,高层,14,南北向,2008,38053,430,江南实验学校教育集团小学部,1.57km,西兴,13个小区,否,否,是,否,否,否,否,否,是,否,否
165,新州花苑,江南实验 新州花苑 112方大三房 精装+送装修家电,112,3室2厅,中层,14,南北向,2008,37946,425,江南实验学校教育集团小学部,1.57km,西兴,13个小区,否,否,是,否,否,否,否,否,是,否,否
166,湖墅新村,湖墅新村 新出房源 房东急卖 不占 户型好 欢迎来电,68,2室2厅,中层,7,南北向,1997,25701,175,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
167,湖墅新村,"湖墅新村,户型正气,主卧朝南,交通便利,生活舒适,周边!",54,2室1厅,中层,7,南北向,1997,34489,185,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
168,湖墅新村,湖墅新村 新上卖小 南北通透 中间楼层 诚心出售,59,2室1厅,高层,6,南向,2000,37517,220,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
169,湖墅新村,"湖墅新村 居家装修,,可以 没税节省您的购房成本!",55,2室1厅,中层,6,南北向,1997,26460,145,卖鱼桥小学湖墅霞湾校区,0.11km,和睦,16个小区,是,是,否,否,否,否,是,否,否,否,否
170,康新花园,"文三路康新花园2房南东边套,房东自住2011年花了20万精装",89,2室2厅,低层,18,南向,1998,27587,245,杭州市九莲小学,1.20km,西湖,10个小区,是,是,否,否,否,否,是,否,否,否,否
171,康新花园,"康新花园很不错的户型,两房朝南,两个客厅,自住精装修",89,2室2厅,低层,19,南向,1998,34906,310,杭州市九莲小学,1.20km,西湖,10个小区,是,是,否,否,否,否,是,否,否,否,否
172,田园牧歌,"田园牧歌风禾苑大户型,楼层高。看房方便,带车位(价格另算)",138,3室2厅,中层,15,南北向,2012,36520,505,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
173,田园牧歌,麓云苑第四期 山水好风光 房东50万精装修节省烦恼装修,88,2室2厅,中层,15,东向,2015,38636,340,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
174,田园牧歌,"田园牧歌风禾苑,4室,毛坯,看房方便非诚勿扰!",179,4室2厅,中层,15,东向,2016,30726,550,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
175,南肖埠文景苑,华家池 保利公馆 蔚蓝公寓 带车库 保养好 工作调动诚卖,130,3室2厅,中层,18,南北向,2004,38302,499,杭州凯旋教育集团南肖埠小学,0.51km,采荷,18个小区,否,是,是,是,否,否,否,否,否,否,否
176,南肖埠文景苑,滨江房产 不沿马路不沿街 房东诚售 失不再来,143,3室2厅,高层,18,南向,2004,41876,600,杭州凯旋教育集团南肖埠小学,0.51km,采荷,18个小区,否,是,是,是,否,否,否,否,否,否,否
177,康新花园,"康新花园全明精装修!两房朝南,两室两厅,视野开阔,可改三房!",96,2室1厅,中层,19,南北向,1998,20833,200,杭州市九莲小学,1.20km,西湖,10个小区,是,是,否,否,否,否,是,否,否,否,否
178,邮电路小区,"天长的一套,四楼 地理位置好 无占用!",45,1室1厅,中层,7,南北向,1987,44889,202,杭州天长小学,0.57km,上城,11个小区,否,是,是,否,否,否,否,否,否,否,否
179,田园牧歌,"田园牧歌揽翠苑新房源,86方,205万,南北通透,户型正",86,2室2厅,低层,11,南北向,2016,23837,205,省教科院附属小学(田园校区),0.24km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
180,霞飞郡,"新出好房 豪华艺术装修,奥体心,山清水秀房品优老牌物业",89,3室2厅,中层,27,南北向,2014,37079,330,银河小学教育集团开发区小学,0.44km,萧山,16个小区,是,是,否,否,否,否,否,否,否,否,否
181,顺发恒园,顺发恒园开发商精装修 南北通透 附加35方 大四房 纯边套,90,4室2厅,低层,33,南北向,2014,36667,330,银河小学教育集团开发区小学,0.18km,萧山,16个小区,是,是,否,否,否,否,否,否,否,否,否
182,顺发恒园,"顺发恒园商铺,小.学正对.面一路之隔直面教御基地,培训辅导班福地",168,1室1厅,高层,1,西向,2016,27190,456.8,银河小学教育集团开发区小学,0.18km,萧山,16个小区,是,是,否,否,否,否,否,否,否,否,否
183,霞飞郡,"保利霞飞郡,排屋,朝南大花园",283,9室3厅,高层,1,南北向,2013,42403,1200,银河小学教育集团开发区小学,0.44km,萧山,16个小区,是,是,否,否,否,否,否,否,否,否,否
184,蚕花园永庆坊,"拱北小区一室一厅,总价低首付只要20万,高性价比",36,1室1厅,低层,7,南向,1999,22129,79,杭州市拱宸桥小学,0.11km,拱宸桥,10个小区,否,是,是,否,否,否,否,否,否,否,否
185,三鑫君悦丽景,"君悦丽景,好房,诚心出售!精装修!实现买房小目标!",47,1室1厅,低层,30,北向,2005,27234,128,萧山区湖滨小学,2.12km,萧山,5个小区,是,否,否,否,是,否,否,否,否,否,否
186,登云阁,登云阁 新上房源 婚房装修 可直接 送家具家电!!,54,2室2厅,低层,7,南北向,1988,29001,158,杭州市人民小学,0.95km,拱宸桥,17个小区,否,是,是,否,否,否,是,否,否,否,否
187,蚕花园永庆坊,"东边套,自住婚房精装修,南北通透采光,小区位置,诚心",55,2室1厅,中层,7,南向,2000,28182,155,杭州市拱宸桥小学,0.11km,拱宸桥,10个小区,否,是,是,否,否,否,否,否,否,否,否
188,三鑫君悦丽景,70年产权 金山 金慧初中 楼下就是口 目前出售,64,1室1厅,高层,24,南北向,2007,27344,175,萧山区湖滨小学,2.12km,萧山,5个小区,是,否,否,否,是,否,否,否,否,否,否
189,蚕花园永庆坊,"蚕花园永庆坊,三房,边套电梯房,中等装修拱北总站,诚心售",98,3室2厅,中层,20,南北向,2000,28061,275,杭州市拱宸桥小学,0.11km,拱宸桥,10个小区,否,是,是,否,否,否,否,否,否,否,否
190,登云阁,"运河边小.三房,楼层,全明户型,5号线只有200米",70,3室1厅,中层,6,南向,2002,25714,180,杭州市人民小学,0.95km,拱宸桥,17个小区,否,是,是,否,否,否,是,否,否,否,否
